X,CH1,Start,Increment,
Sequence,Volt,-7.000000e-05,5.000000e-06
0,-2.00e-02,
1,1.20e-02,
2,-7.20e-02,
3,7.20e-02,
4,1.60e-02,
5,-2.00e-02,
6,-7.20e-02,
7,7.20e-02,
8,6.00e-02,
9,-5.60e-02,
10,1.20e-02,
11,-2.00e-02,
12,-7.20e-02,
13,7.20e-02,
14,3.08e-01,
15,5.12e-01,
16,5.12e-01,
17,2.80e-02,
18,-8.00e-03,
19,5.12e-01,
20,5.12e-01,
21,-2.40e-02,
22,-4.00e-02,
23,3.16e-01,
24,3.88e-01,
25,5.12e-01,
26,5.12e-01,
27,4.00e-03,
28,1.12e-01,
29,5.12e-01,
30,5.12e-01,
31,0.00e+00,
32,-1.20e-02,
33,4.76e-01,
34,4.12e-01,
35,5.12e-01,
36,5.12e-01,
37,2.00e-02,
38,1.80e-01,
39,5.12e-01,
40,5.12e-01,
41,6.00e-02,
42,4.80e-02,
43,5.12e-01,
44,4.56e-01,
45,5.12e-01,
46,5.12e-01,
47,5.20e-02,
48,5.12e-01,
49,1.72e-01,
50,5.12e-01,
51,1.12e-01,
52,1.08e-01,
53,5.12e-01,
54,1.48e-01,
55,-4.76e-01,
56,-4.00e-01,
57,4.60e-01,
58,4.56e-01,
59,-3.64e-01,
60,-4.44e-01,
61,1.84e-01,
62,3.60e-01,
63,4.00e-02,
64,3.60e-02,
65,-3.24e-01,
66,-2.28e-01,
67,3.36e-01,
68,3.16e-01,
69,-3.08e-01,
70,-3.48e-01,
71,1.96e-01,
72,3.04e-01,
73,-3.20e-02,
74,-4.00e-02,
75,-2.48e-01,
76,-9.20e-02,
77,3.04e-01,
78,1.64e-01,
79,-2.12e-01,
80,-2.04e-01,
81,1.56e-01,
82,2.24e-01,
83,-8.00e-02,
84,-1.88e-01,
85,-8.00e-03,
86,-2.40e-02,
87,1.80e-01,
88,8.80e-02,
89,-1.48e-01,
90,-1.20e-01,
91,1.16e-01,
92,1.24e-01,
93,-9.60e-02,
94,-1.40e-01,
95,4.40e-02,
96,1.12e-01,
97,-1.60e-02,
98,5.20e-02,
99,-1.04e-01,
100,-6.80e-02,
101,8.80e-02,
102,8.80e-02,
103,-1.24e-01,
104,-1.08e-01,
105,6.40e-02,
106,8.40e-02,
107,-3.60e-02,
108,-1.20e-01,
109,2.00e-02,
110,-2.80e-02,
111,6.80e-02,
112,4.80e-02,
113,-1.36e-01,
114,-8.00e-02,
115,5.60e-02,
116,5.60e-02,
117,-4.40e-02,
118,-1.20e-01,
119,4.40e-02,
120,-1.60e-02,
121,5.20e-02,
122,2.00e-02,
123,-6.80e-02,
124,-9.20e-02,
125,7.20e-02,
126,4.00e-02,
127,-4.40e-02,
128,-8.80e-02,
129,6.00e-02,
130,4.40e-02,
131,-1.60e-02,
132,0.00e+00,
133,-5.60e-02,
134,-6.80e-02,
135,8.40e-02,
136,2.40e-02,
137,-4.00e-02,
138,-5.60e-02,
139,9.20e-02,
140,8.80e-02,
141,-3.20e-02,
142,-4.80e-02,
143,8.00e-03,
144,-6.40e-02,
145,8.80e-02,
146,1.60e-02,
147,-4.00e-02,
148,-3.60e-02,
149,3.60e-02,
150,-6.00e-02,
151,8.80e-02,
152,-4.00e-02,
153,1.20e-02,
154,-6.80e-02,
155,7.60e-02,
156,6.40e-02,
157,-4.00e-02,
158,-3.60e-02,
159,2.80e-02,
160,-7.20e-02,
161,6.80e-02,
162,-3.20e-02,
163,1.60e-02,
164,3.60e-02,
165,-2.00e-02,
166,-7.60e-02,
167,6.80e-02,
168,-2.40e-02,
169,2.40e-02,
170,-9.60e-02,
171,6.00e-02,
172,-3.20e-02,
173,1.60e-02,
174,2.40e-02,
175,-2.40e-02,
176,-8.80e-02,
177,6.80e-02,
178,-1.60e-02,
179,2.00e-02,
180,-8.40e-02,
181,6.40e-02,
182,4.00e-02,
183,-4.00e-02,
184,2.00e-02,
185,-2.40e-02,
186,-8.40e-02,
187,6.80e-02,
188,-2.00e-02,
189,1.60e-02,
190,1.60e-02,
191,-3.20e-02,
192,-8.00e-02,
193,6.00e-02,
194,1.60e-02,
195,-2.40e-02,
196,-8.40e-02,
197,6.40e-02,
198,-2.00e-02,
199,2.00e-02,
200,1.20e-02,
201,-2.40e-02,
202,-7.60e-02,
203,6.80e-02,
204,1.20e-02,
205,-2.40e-02,
206,-7.60e-02,
207,7.60e-02,
208,-2.40e-02,
209,7.20e-02,
210,8.00e-03,
211,-2.40e-02,
212,-7.20e-02,
213,7.60e-02,
214,1.20e-02,
215,-2.00e-02,
216,2.40e-02,
217,-2.40e-02,
218,-7.60e-02,
219,6.80e-02,
220,-2.40e-02,
221,1.20e-02,
222,-7.20e-02,
223,8.00e-02,
224,-2.00e-02,
225,1.20e-02,
226,1.20e-02,
227,-2.40e-02,
228,-6.80e-02,
229,6.80e-02,
230,-2.40e-02,
231,1.60e-02,
232,-7.20e-02,
233,7.20e-02,
234,6.40e-02,
235,-2.40e-02,
236,-2.40e-02,
237,1.20e-02,
238,-8.00e-02,
239,6.80e-02,
240,-2.00e-02,
241,1.20e-02,
242,-2.80e-02,
243,2.80e-02,
244,-7.60e-02,
245,7.20e-02,
246,-2.00e-02,
247,1.20e-02,
248,-7.20e-02,
249,6.80e-02,
250,1.20e-02,
251,-2.00e-02,
252,1.20e-02,
253,-2.00e-02,
254,-7.60e-02,
255,6.80e-02,
256,1.20e-02,
257,-2.40e-02,
258,-2.00e-02,
259,1.20e-02,
260,1.20e-02,
261,-2.40e-02,
262,1.20e-02,
263,-2.00e-02,
264,-2.40e-02,
265,1.20e-02,
266,1.20e-02,
267,-2.40e-02,
268,2.40e-02,
269,-3.20e-02,
270,7.20e-02,
271,-8.00e-02,
272,-8.40e-02,
273,6.80e-02,
274,1.20e-02,
275,-2.00e-02,
276,-7.60e-02,
