X,CH1,Start,Increment,
Sequence,Volt,-1.380000e-03,1.000000e-05
0,-4.00e-02,
1,6.80e-02,
2,7.60e-02,
3,-1.60e-02,
4,5.60e-02,
5,-4.40e-02,
6,-8.00e-03,
7,3.60e-02,
8,6.80e-02,
9,-4.80e-02,
10,-4.40e-02,
11,7.60e-02,
12,-2.00e-02,
13,7.20e-02,
14,7.20e-02,
15,-2.00e-02,
16,-4.40e-02,
17,6.40e-02,
18,7.60e-02,
19,-4.00e-02,
20,3.60e-02,
21,-1.20e-02,
22,7.60e-02,
23,-4.80e-02,
24,7.60e-02,
25,-5.20e-02,
26,-8.00e-03,
27,7.60e-02,
28,8.00e-02,
29,-1.20e-02,
30,-4.80e-02,
31,4.00e-02,
32,4.80e-02,
33,-6.40e-02,
34,4.80e-02,
35,-2.00e-02,
36,-4.00e-02,
37,6.80e-02,
38,-4.00e-02,
39,6.80e-02,
40,3.20e-02,
41,-4.40e-02,
42,7.60e-02,
43,-1.20e-02,
44,-4.40e-02,
45,7.20e-02,
46,7.20e-02,
47,-5.60e-02,
48,4.80e-02,
49,-4.00e-03,
50,-4.00e-03,
51,8.00e-02,
52,-3.60e-02,
53,7.60e-02,
54,-4.00e-03,
55,4.80e-02,
56,-3.60e-02,
57,6.80e-02,
58,7.20e-02,
59,-2.00e-02,
60,4.00e-02,
61,-4.00e-02,
62,-5.20e-02,
63,5.20e-02,
64,6.80e-02,
65,-1.60e-02,
66,-4.00e-02,
67,7.60e-02,
68,4.80e-02,
69,-4.00e-03,
70,7.60e-02,
71,-5.20e-02,
72,4.40e-02,
73,-5.20e-02,
74,3.60e-02,
75,-8.00e-03,
76,7.60e-02,
77,-5.20e-02,
78,6.40e-02,
79,-5.60e-02,
80,-1.20e-02,
81,7.60e-02,
82,4.00e-02,
83,-8.00e-03,
84,7.20e-02,
85,-3.60e-02,
86,-4.00e-03,
87,7.20e-02,
88,-4.00e-03,
89,7.20e-02,
90,-2.00e-02,
91,7.60e-02,
92,-5.20e-02,
93,5.60e-02,
94,8.00e-02,
95,-4.80e-02,
96,-4.00e-03,
97,7.20e-02,
98,0.00e+00,
99,7.20e-02,
100,-4.40e-02,
101,8.00e-02,
102,7.60e-02,
103,-5.20e-02,
104,-3.60e-02,
105,4.40e-02,
106,-5.20e-02,
107,4.00e-02,
108,-1.60e-02,
109,7.60e-02,
110,4.40e-02,
111,-5.20e-02,
112,0.00e+00,
113,8.00e-02,
114,-8.00e-03,
115,7.60e-02,
116,5.60e-02,
117,-4.40e-02,
118,4.80e-02,
119,-5.60e-02,
120,-3.60e-02,
121,7.60e-02,
122,0.00e+00,
123,8.40e-02,
124,7.60e-02,
125,4.00e-03,
126,-4.00e-02,
127,8.00e-02,
128,4.80e-02,
129,-4.80e-02,
130,4.40e-02,
131,-4.00e-02,
132,4.00e-03,
133,7.20e-02,
134,-4.40e-02,
135,5.60e-02,
136,6.00e-02,
137,-3.60e-02,
138,-7.60e-02,
139,5.12e-01,
140,8.00e-03,
141,5.12e-01,
142,5.12e-01,
143,1.48e-01,
144,5.12e-01,
145,1.84e-01,
146,5.12e-01,
147,3.20e-01,
148,2.04e-01,
149,5.12e-01,
150,5.12e-01,
151,2.48e-01,
152,5.12e-01,
153,2.12e-01,
154,5.12e-01,
155,-4.24e-01,
156,-5.08e-01,
157,5.12e-01,
158,-5.08e-01,
159,4.80e-01,
160,4.68e-01,
161,-3.48e-01,
162,4.32e-01,
163,-3.20e-01,
164,3.20e-01,
165,-2.24e-01,
